startedAt,vendor,model,osversion,installationId,imsi,unknown,subscriber.mcc,subscriber.mnc,subscriber.operator,network.mcc,network.mnc,network.operator,latency,downlink,uplink,latitude,longitude,privateIP,publicIP,measurementServer,radiotech,signal,strength,area_code,cellID,GSM,RSSI,GSM_BER,GSM_receive_power,WDCMA_ASU,WCDMA_receive_power,LTE_ASU,LTE_RSRP,LTE_CQI_LTE_RSPQ
2017-01-01 08:13:22,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,0,0,46.3465887,11.2679906,-,-,54.78.38.85,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2017-01-01 00:12:34,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3198757,11.2620024,-,-,,0,22,61320,86513088,-,-,-,7,-99,-,-,-,-,-
2016-12-31 23:12:43,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3109529,11.2185964,-,-,,0,0,61320,86513088,-,-,-,0,-113,-,-,-,-,-
2016-12-31 20:13:56,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3110258,11.2186253,-,-,,0,0,61320,86518760,-,-,-,0,-113,-,-,-,-,-
2016-12-31 19:13:49,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3110258,11.2186253,-,-,,0,0,61320,86509470,-,-,-,0,-113,-,-,-,-,-
2016-12-31 17:12:46,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,93.7,137.25,0,46.345103,11.2422672,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 16:13:23,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,103.4,114.75,413.8190954774,46.3451023,11.2422684,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 15:13:11,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,98,182.25,463.567839196,46.3451686,11.2422006,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,3724,-,-,-,0,-113,-,-,-,-,-
2016-12-31 13:48:54,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3451032,11.242268,-,-,,0,16,35029,3724,5,0,-105,-,-,-,-,-,-,-
2016-12-31 12:49:15,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,115.5,177.75,490.7035175879,46.3450836,11.2423242,192.168.1.5,188.218.120.94,54.78.38.85,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 11:49:13,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,107.1,177.75,490.7035175879,46.3451027,11.2422683,192.168.1.5,188.218.120.94,54.216.74.160,0,35,35029,3724,11,0,-97,-,-,-,-,-,-,-
2016-12-31 10:49:13,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3352267,11.2510204,-,-,,0,0,61320,86514833,-,-,-,0,-113,-,-,-,-,-
2016-12-31 09:48:49,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,99.2,153,486.1809045226,46.345086,11.2423179,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 08:49:08,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,98.2,139.5,495.2261306533,46.3450698,11.2423601,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 07:50:46,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,100.6,3350.25,490.7035175879,46.345103,11.2422682,192.168.1.5,188.218.120.94,54.78.38.85,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 06:55:02,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.345136,11.242212,-,-,,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 05:49:32,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,97.6,1741.5,492.9648241206,46.3451189,11.2422365,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 05:47:16,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,92,3656.25,477.135678392,46.3451047,11.2422686,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-31 01:50:03,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3451419,11.2422062,-,-,,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-30 23:49:07,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3451304,11.2422197,-,-,,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-30 22:48:50,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,98.2,162,492.9648241206,46.345103,11.2422682,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-30 20:11:52,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,-,1.1427994206991E+020,-,-,-,-,-,-,147.5,148.5,208.040201005,46.3548565,11.2507618,192.168.1.5,188.218.120.94,54.78.38.85,0,29,23065,55110,9,0,-97,-,-,-,-,-,-,-
2016-12-30 19:12:42,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.341848,11.2631944,-,-,,0,25,35029,11649,8,0,-101,-,-,-,-,-,-,-
2016-12-30 18:12:16,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3505056,11.2461233,-,-,,0,25,35029,3724,8,0,-99,-,-,-,-,-,-,-
2016-12-30 17:05:10,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,98.5,166.5,490.7035175879,46.3451027,11.2422681,192.168.1.6,188.218.120.94,54.216.74.160,0,41,35029,3724,13,0,-87,-,-,-,-,-,-,-
2016-12-30 16:06:36,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.46390565,11.26893156,-,-,,0,0,61320,86518703,-,-,-,0,-113,-,-,-,-,-
2016-12-29 20:35:00,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3465887,11.2679906,-,-,,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-29 19:34:44,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3465887,11.2679906,-,-,,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-30 06:26:06,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,0,0,46.3352267,11.2510204,-,-,54.216.74.160,0,0,61320,86514833,-,-,-,0,-113,-,-,-,-,-
2016-12-30 04:26:04,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,-,1.1427994206991E+020,-,-,-,-,-,-,,,,46.34511579,11.242722,-,-,,0,0,-,-,-,-,-,-,-,-,-,-,-,-
2016-12-29 20:35:00,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3465887,11.2679906,-,-,,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-29 18:31:36,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,99.5,173.25,479.3969849246,46.345102,11.242268,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-29 17:13:13,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,97.2,164.25,490.7035175879,46.345103,11.2422683,192.168.1.5,188.218.120.94,54.78.38.85,0,0,61320,86510982,-,-,-,0,-113,-,-,-,-,-
2016-12-29 16:13:18,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3451238,11.2422294,-,-,,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-29 15:09:36,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,97.5,159.75,490.7035175879,46.34529596,11.24219533,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-29 14:09:37,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3465887,11.2679906,-,-,,0,0,61320,86509470,-,-,-,0,-113,-,-,-,-,-
2016-12-29 13:10:19,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.3465887,11.2679906,-,-,,0,3,61320,86510982,-,-,-,1,-111,-,-,-,-,-
2016-12-29 12:09:30,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,98.9,162,492.9648241206,46.3451031,11.2422685,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86513088,-,-,-,0,-113,-,-,-,-,-
2016-12-29 11:09:31,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,10,Vodafone,101.2,153,495.2261306533,46.3451027,11.242268,192.168.1.5,188.218.120.94,54.78.38.85,0,0,25059,9943788,-,-,-,0,-113,-,-,-,-,-
2016-12-29 09:39:07,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,95,200.25,479.3969849246,46.3451682,11.242484,192.168.1.5,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 22:39:56,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,100,31.5,492.9648241206,46.3450565,11.2424043,192.168.1.9,188.218.120.94,54.78.38.85,0,32,35029,3724,10,0,-89,-,-,-,-,-,-,-
2016-12-28 21:39:15,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,99.8,63,492.9648241206,46.3451027,11.2422681,192.168.1.9,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 20:13:16,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,98.1,69.75,490.7035175879,46.3451027,11.2422683,192.168.1.9,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 19:09:38,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,10,Vodafone,182.2,40.5,488.4422110553,46.3451027,11.242268,192.168.1.9,188.218.120.94,54.216.74.160,0,6,23065,55110,2,0,-87,-,-,-,-,-,-,-
2016-12-28 18:10:22,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,99.3,45,492.9648241206,46.3451032,11.2422685,192.168.1.9,188.218.120.94,54.216.74.160,0,0,61320,86510982,-,-,-,0,-113,-,-,-,-,-
2016-12-28 17:10:07,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,113.3,42.75,194.472361809,46.345102,11.2422693,192.168.1.9,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 16:09:33,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,10,Vodafone,153.8,45,386.6834170854,46.3413859,11.3262209,192.168.1.9,188.218.120.94,54.216.74.160,0,0,25059,9943791,-,-,-,0,-113,-,-,-,-,-
2016-12-28 15:09:42,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,10,Vodafone,181,65.25,474.8743718593,46.3413859,11.3262209,192.168.1.9,188.218.120.94,54.216.74.160,0,0,25059,9943788,0,0,-113,-,-,-,-,-,-,-
2016-12-28 14:10:01,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,118.3,2637,0,46.3280507,11.2354238,192.168.1.7,95.244.107.46,54.216.74.160,0,0,61320,86513088,-,-,-,0,-113,-,-,-,-,-
2016-12-28 13:11:08,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.328051,11.235423,-,-,,0,0,61320,86507775,-,-,-,0,-113,-,-,-,-,-
2016-12-28 12:01:31,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,102.7,5847.75,393.4673366834,46.3280508,11.2354243,192.168.1.7,95.244.107.46,54.216.74.160,0,0,61320,86513088,-,-,-,0,-113,-,-,-,-,-
2016-12-28 11:02:06,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,,,,46.31889589,11.22806669,-,-,,0,19,61320,86517121,-,-,-,6,-101,-,-,-,-,-
2016-12-28 10:01:31,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,88,Wind,147.6,46.6875,293.9698492462,46.3548565,11.2507618,192.168.1.2,188.218.120.94,54.216.74.160,0,22,23065,55110,7,0,-99,-,-,-,-,-,-,-
2016-12-28 08:44:26,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,223.3,60.75,366.3316582915,46.345103,11.2422677,192.168.1.2,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 07:45:15,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,96.1,4236.75,492.9648241206,46.345103,11.2422682,192.168.1.2,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 06:45:32,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,99.2,2828.25,479.3969849246,46.3451023,11.2422684,192.168.1.2,188.218.120.94,54.216.74.160,0,0,,,-,-,-,0,-113,-,-,-,-,-
2016-12-28 05:46:21,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,97.9,2659.5,495.2261306533,46.345103,11.2422682,192.168.1.2,188.218.120.94,54.78.38.85,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 04:45:09,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,97.4,2758.5,495.2261306533,46.3451039,11.2422677,192.168.1.2,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 03:44:26,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,99.4,2979,495.2261306533,46.3451039,11.2422677,192.168.1.2,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
2016-12-28 02:45:45,Sony,D5803,6.0.1,545c7945-6f55-4043-9ec7-14d60893e659,O9a6rkzrnqMp2GzHZATXU0mnzQSe/ld6dfkvtmASCBo=,1.1427994206991E+020,262,1,T-Mobile,222,1,TIM,95.9,3397.5,488.4422110553,46.3451027,11.2422681,192.168.1.2,188.218.120.94,54.216.74.160,0,0,61320,86518972,-,-,-,0,-113,-,-,-,-,-
