startedAt,vendor,model,osversion,installationId,imsi,unknown,subscriber.mcc,subscriber.mnc,subscriber.operator,network.mcc,network.mnc,network.operator,latency,downlink,uplink,latitude,longitude,privateIP,publicIP,measurementServer,radiotech,signal,strength,area_code,cellID,GSM,RSSI,GSM_BER,GSM_receive_power,WDCMA_ASU,WCDMA_receive_power,LTE_ASU,LTE_RSRP,LTE_CQI_LTE_RSPQ
2017-01-20 02:26:06,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,34.5,26226.9,52509.6372487437,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,112,2,-9,2
2017-01-20 01:56:08,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,35.8,16918.975,43847.7528266332,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,112,2,-9,3
2017-01-20 01:41:03,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,35.1,7355.3875,46245.4004396985,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,112,2,-9,2
2017-01-20 01:12:03,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,34.4,17278.7125,39606.9315326633,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21250817,-,-,-,-,-,97,113,2,-9,2
2017-01-20 00:40:19,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,,0,0,-,-,-,-,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,113,2,-9,1
2017-01-19 23:34:50,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,36.4,7176.65,76723.4453517588,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21289985,-,-,-,-,-,97,113,2,-12,-1
2017-01-19 23:04:50,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,44.5,8061.2875,20475.3957286432,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,111,2,-10,-2
2017-01-19 22:34:50,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,36.4,3167.5,14488.9871231156,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,110,2,-9,-2
2017-01-19 21:39:49,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,45.1,2362.05,12964.0483668342,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21250817,-,-,-,-,-,97,113,2,-11,-2
2017-01-19 21:09:49,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,41.1,3339.45,68404.0405150754,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,106,2,-8,4
2017-01-19 20:39:49,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,39.7,3124.5125,73667.0351758794,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,,,-,-,-,-,-,97,106,2,-10,1
2017-01-17 23:42:13,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,37,11382.6375,42191.6975502513,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48035,21071361,-,-,-,-,-,97,108,2,-8,7
2017-01-17 23:12:13,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,38.5,8570.35,36164.9073492462,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,112,2,-9,-2
2017-01-17 22:42:14,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,45.1,3950.325,30562.9208542714,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,106,2,-7,4
2017-01-17 22:12:15,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,40.7,3638.1,22574.277638191,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,107,2,-7,3
2017-01-17 21:42:14,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,45.4,1814.525,39468.2035175879,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,107,2,-9,-4
2017-01-17 20:51:34,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,40.3,1337.1375,41002.0650125628,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,111,2,-8,-1
2017-01-17 20:21:33,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,47.4,2142.5875,42502.3555276382,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,110,2,-9,1
2017-01-17 20:20:57,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,41.5,4466.175,20531.7289572864,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,,,-,-,-,-,-,97,108,2,-8,1
2017-01-17 19:51:34,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,41,1719.5,42648.7923994975,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21250817,-,-,-,-,-,97,111,2,-10,-3
2017-01-17 19:21:01,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,37,4235.4,71146.6001884422,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,117,2,-13,-6
2017-01-17 18:42:12,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,35.7,5104.2,70729.5383165829,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,114,2,-11,1
2017-01-17 17:52:09,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,,,,-,-,-,-,,0,100,48030,21289987,-,-,-,-,-,97,115,2,-11,6
2017-01-17 17:07:10,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,38,14236.7,57327.3351130653,-,-,131.159.199.38,131.159.199.38,54.216.74.160,0,100,8306,246168303,-,-,-,31,-51,-,-,-,-,-
2017-01-17 16:37:10,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,41.2,5565.75,48720.051821608,-,-,131.159.199.38,131.159.199.38,54.216.74.160,0,100,8306,246168303,-,-,-,31,-51,-,-,-,-,-
2017-01-17 16:07:09,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,42.5,11421.1,52640.3109296482,-,-,131.159.199.38,131.159.199.38,54.78.38.85,0,100,8306,246168299,-,-,-,31,-51,-,-,-,-,-
2017-01-17 15:37:09,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,,2.2625,0,-,-,131.159.199.38,131.159.199.38,54.216.74.160,0,100,8306,246168303,-,-,-,31,-51,-,-,-,-,-
2017-01-17 14:37:10,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,386.6666666667,7249.05,24102.675879397,-,-,131.159.199.38,131.159.199.38,54.78.38.85,0,100,8306,246168299,-,-,-,31,-51,-,-,-,-,-
2017-01-17 13:47:09,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,44.3,5696.975,22284.368718593,-,-,131.159.199.38,131.159.199.38,54.78.38.85,0,100,8306,246168299,-,-,-,31,-51,-,-,-,-,-
2017-01-15 07:27:48,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,33.8,23220.45,77639.1347361809,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,110,2,-8,4
2017-01-15 06:57:49,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,35.5,18939.3875,83557.0838567839,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,111,2,-9,4
2017-01-15 06:27:48,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,34.3,23721.2625,81554.8209798995,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21250817,-,-,-,-,-,97,110,2,-8,2
2017-01-15 05:57:49,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,35.1,26193.775,75201.3253768844,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,111,2,-9,2
2017-01-15 05:28:18,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,36.6,19199.775,81713.9243090452,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,110,2,-8,2
2017-01-15 04:58:45,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,34.5,30142.7875,73104.3640075377,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,110,2,-8,3
2017-01-15 04:32:09,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,37.8,22878.4,73549.8869346734,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21250817,-,-,-,-,-,97,111,2,-9,3
2017-01-15 04:03:11,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,36.6,22362.55,73764.4315326633,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,111,2,-9,3
2017-01-14 07:02:00,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,34.7,29729.1375,67908.4217964824,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21250817,-,-,-,-,-,97,113,2,-9,4
2017-01-14 06:30:00,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,34,23405.5625,79347.5863693467,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21250817,-,-,-,-,-,97,113,2,-10,4
2017-01-13 19:27:09,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,38.3,20946.3375,79310.0439698493,-,-,192.168.1.106,141.84.69.88,54.216.74.160,0,100,48030,21289985,-,-,-,-,-,97,111,2,-10,1
2017-01-13 18:40:27,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,,,,-,-,-,-,,0,100,48030,20929793,-,-,-,-,-,97,99,2,-8,13
2017-01-13 17:20:29,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,52.7,7289.775,16785.3266331658,-,-,131.159.199.38,131.159.199.38,54.216.74.160,0,100,8306,246168299,-,-,-,31,-51,-,-,-,-,-
2017-01-12 23:47:09,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,33.9,14443.8,77427.4701633166,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21289985,-,-,-,-,-,97,114,2,-9,4
2017-01-12 23:17:10,samsung,SM-G920F,6.0.1,84884dd4-59f6-4656-9949-249df8f4bc67,HqZ8qNQO0Uyb4JGeFXR2nBHls/mHNaLBhpFfn4nH/wE=,1.1427994206991E+020,268,1,Vodafone,262,2,Vodafone,40.7,5954.9,47604.4676507538,-,-,192.168.1.106,141.84.69.88,54.78.38.85,0,100,48030,21250817,-,-,-,-,-,97,115,2,-11,-1
